,情感指数,
1668,0.040736817,我们支持持续加强对影子银行的监管，并期待着财长与央行行长在其11月会议上评估这方面的建议
1669,0.131686538,我们要求金融稳定理事会与IAIS协商并于2013年4月前完成对全球系统重要性保险机构的识别并出台有关政策措施
1670,0.669855687,为减少系统性风险，我们期待金融稳定理事会与IOSCO进行磋商并在2012年年底前制定识别其他系统重要性非银行金融实体的方法，同时呼吁CPSS和IOSCO继续其关于系统重要性市场基础设施的工作
1671,0.957789098,我们也要求IAIS继续工作，以期在2013年底前继续建立对国际性保险集团进行监管的共同框架
1672,0.351413123,43、我们呼吁各国当局和标准制定机构能在结束对信用评级的顽固依赖方面加快进展，并鼓励采取措施增强信用评级机构竞争透明度
1673,0.954871448,我们支持继续努力，以实现向单一的、高质量的会计准则的趋同
1674,0.176385826,我们欢迎IOSCO关于信用违约掉期市场运行的报告，要求IOSCO在2012年11月财长和央行行长会议之前报告下一步措施
1675,0.999955925,44、我们支持金融稳定理事会关于为金融交易各方建立法人识别编码（LEI）体系框架、并建立全球性治理框架以代表公共利益的建议
1676,0.229230793,LEI系统将于2013年3月之前启动，我们要求金融稳定理事会在2012年11月财长和央行行长会议之前报告有关进展情况
1677,0.998030151,我们鼓励全球采用LEI系统，以支持当局和市场参与者甄别和管理金融风险
1678,0.999999997,45、我们欢迎金融稳定理事会与基金组织和世界银行合作，共同就已达成共识的金融监管改革对新兴市场和发展中经济体可能产生的意料之外的影响开展研究
1679,0.999999994,我们鼓励金融稳定理事会继续监测、分析和报告，鼓励金融稳定理事会与标准制定机构、国际金融机构和新兴市场和发展中国家当局间开展对话，在不损害我们对于落实已达成共识的改革承诺的同时，以适当方式应对这些预料不到的实际影响
1680,1,46、我们支持就金融稳定理事会永久化、机制化提出的建议及对金融稳定理事会章程进行的修改，在保持与国际清算银行紧密联系的同时，赋予金融稳定理事会法人地位、强化治理、扩大财务自主权和增强其协调金融监管政策制定和实施的能力
1681,0.001240151,我们呼吁在下次峰会前完全实施上述建议并在2012年11月财长和央行行长会议前取得实质性进展
1682,0.886323877,我们呼吁金融稳定理事会应继续对其代表权结构进行审查
1683,0.299570622,47、我们欢迎一直以来金融稳定理事会在坚持监管信息交流和合作标准方面所做的工作并期望在2012年11月财长和央行行长会议前对该项动议的进展作进一步的公开声明
1684,0.984313782,48、在税收领域，我们重申加强税收透明度和全面情报交换的承诺
1685,0.467240614,我们对全球论坛所报告的进展表示肯定，并敦促所有国家，特别是目前自身框架尚不满足进入第二阶段条件的13个辖区完全遵守这一标准，并落实同行审议过程中提出的建议
1686,0.683879202,我们期待全球论坛快速启动情报交换的有效性审查，并向我们和财长报告有关情况
1687,0.996630519,我们欢迎经合组织关于自动情报交换的实践报告
1688,0.989588763,在这一领域我们将继续发挥榜样的带领作用
1689,0.998959372,我们鼓励各国在合适的情况下加入这一不断发展的工作，并非常鼓励所有辖区签署税收征管互助公约
1690,0.381159903,我们也对加强机构间合作以解决非法资金流动表示欢迎，包括奥斯陆对话下的罗马会议成果
1691,0.850233726,我们重申有必要防止税基侵蚀和利润转移，并将持续关注经合组织在这一领域的工作
1692,0.999881734,49、我们支持金融行动特别工作组（FATF）更新职能，以继续其在全球层面打击洗钱、恐怖主义融资和阻止大规模杀伤性武器扩散的努力
1693,0.904523202,二十国集团成员还欢迎FATF新修订的标准获得通过，并期望得到落实
1694,0.999845332,我们欢迎FATF在识别和监测存在反洗钱/反恐融资战略性缺陷的高风险区域、运用反洗钱/反恐融资工具打击腐败、改善公司性机构的透明度、加强打击税收犯罪的合作、应对避税天堂造成的风险、以及通过兼顾普惠金融工作扩大反洗钱/反恐融资措施的影响及有效性等方面取得的进展
1695,0.079831041,我们期待在2013年完成FATF评估的更新，以开展下一轮相互评估工作
1696,0.936387838,50、我们欢迎普惠金融全球伙伴（GPFI）实施其2011年报告中五项建议方面所取得的进展，并呼吁GPFI就全面实施有关建议继续努力
1697,0.986717997,我们批准了GPFI提出的二十国集团普惠金融基本指标体系
1698,0.999978829,我们认识到中小企业在经济发展与减贫方面的重要作用，欢迎启动《中小企业融资协议》，这将推动模式和方法的创新，解决发展中国家在中小企业融资渠道上面临的挑战与制约
1699,0.662103639,我们欢迎即将召开的关于标准制定机构与普惠金融的GPFI会议，这将有利于创造积极的监管环境，并呼吁GPFI向今年11月的二十国集团财长与央行行长会议报告有关进展
1700,0.966939171,最后，我们支持设立第四个GPFI子工作组，专门负责消费者保护与金融知识普及问题
1701,1,51、我们赞赏二十国集团成员国与非二十国集团成员国在“二十国集团普惠金融同行学习项目”下为建立健全各自普惠金融协调平台和战略所做的努力，鼓励采取同样的行动来推进“二十国集团创新性普惠金融原则”的有效实施，包括发展中和新兴市场国家在《玛雅宣言》中对采取具体行动推进普惠金融的承诺，同时肯定世界银行集团、普惠金融联盟以及包括联合国和双边捐赠方在内的其他利益相关方在促进普惠金融领域的努力和支持
1702,1,52、关于金融教育，我们支持《经合组织/金融教育国际网络（INFE）关于金融教育国家战略的高级原则》，呼吁经合组织/INFE和世界银行与GPFI合作，为提升金融教育水平提供更多工具，并向下届峰会提供进展报告
1703,0.999954179,在推进金融消费者保护上，我们注意到对国际金融消费者保护网络（FinCoNet）章程及实体化结构和资金支持问题已展开讨论，以就最佳做法交换意见
1704,0.999061605,我们支持二十国集团/经合组织金融消费者保护工作组提交的行动计划，提出有效途径推动《金融消费者保护高级原则》的实施，并期待就此在2013年圣彼得堡领导人峰会前提交新的报告
1705,0.999999856,53、我们认识到妇女和青年对获得金融服务与金融教育的需求，要求GPFI、经合组织/INFE和世界银行找出妇女和青年在这方面可能面临的种种障碍，并在下次峰会前提交进展报告
1706,0.999999912,54、我们欢迎启动《墨西哥普惠金融挑战：创新方法、拓宽渠道》，呼吁进行创新，以提供有价值、可负担、安全和全面的金融服务，来解决在实现普惠金融上面临的障碍
1707,0.553635829,加强粮食安全和控制大宗商品价格波动
1708,0.986370019,55、2011年6月农业部长会议通过的《关于粮食价格波动与农业的行动计划》强调，为了养活2050年将超过93亿的世界人口，农业产出必须增长50%至70%，在发展中国家则需增长将近100%
1709,0.999978991,我们认识到可持续地提高产出和生产力，同时兼顾农业条件的多样性，是当今世界面临的重要挑战之一
1710,0.999510854,萨赫勒和非洲之角的危机证明加强粮食安全的紧急和长期应对仍是迫切挑战
1711,0.997998683,我们也注意到长期营养不良问题对一国人力资源的巨大消耗，为此我们支持《增加营养行动》，鼓励二十国集团成员更广泛参与
1712,0.78552614,56、我们欢迎落实《行动计划》和《首尔发展问题跨年度行动计划》粮食安全领域取得的显著进展
1713,0.568709083,我们支持二十国集团农业副部长2012年报告
1714,0.418262021,报告评估了此前承诺进展并就可持续农业生产提出建议
1715,0.941563499,报告包括数个国际组织在联合国粮农组织和经合组织协调下提供的意见，以及工商峰会和民间社会的建议
1716,0.995493077,57、为解决饥饿问题，我们承诺继续在有关倡议方面努力，包括热带农业平台、农业风险管理平台、地球观测组织全球农业监测倡议、小麦、水稻和玉米国际研究计划、农业市场信息系统、快速反应论坛、区域紧急粮食储备、全球农业和粮食安全计划、负责任农业投资原则
1717,0.999946744,我们认识到更为稳定、可预期、没有扭曲、开放和透明的贸易体系，包括在农业领域，对促进粮食安全所发挥的关键作用
1718,0.001359645,58、我们重申取消世界粮食计划署采购的用于非商业用途的人道主义援粮出口限制或临时税
1719,0.987990372,我们鼓励实施《国家粮食安全范围内土地、渔业和森林权属负责任治理自愿准则》
1720,0.601143724,59、我们强烈欢迎启动“农业效果”倡议
1721,0.976753476,此举旨在通过鼓励私营部门创新以开发新产品和克服农业市场失灵和，改善贫穷和脆弱人口粮食安全
1722,0.96339226,我们期待首批计划试点项目致力于作物营养强化、收获后存储解决方案及撒哈拉沙漠以南非洲地区作物质量技术
1723,0.994152702,我们赞赏那些已承诺或表明意愿资助该计划的国家并鼓励更广泛的参与
1724,0.31541974,60、我们认识到农业适应气候变化的必要性，认为以可持续的方式提高水和土壤使用效率十分重要
1725,0.970265158,为此，我们支持开发和更广泛应用现有技术、著名范例和手段，例如提高土壤肥力、少耕法及农林一体化等技术，呼吁国际组织就提高农业用水效率特别是适合小农户的方式形成报告并提出基于科学的建议
1726,0.770791878,61、我们认识到，维持国际大宗商品市场稳定对全球经济复苏的重要性
1727,0.991492496,我们强调，运转良好且透明的实体与金融能源市场及减少价格过度波动对于实现可持续和包容的强劲增长的重要性
1728,0.986939218,我们认识到，大宗商品价格过度波动对所有国家都会产生重大影响，它增加了经济活动参与者的不确定性，并可能妨碍预算的稳定性及经济规划的可预见性
1729,0.998932286,我们认识到，减少大宗商品价格波动对最弱势群体的负面影响是减少贫困和促进经济增长的重要组成部分
1730,0.943732131,因此，我们核准了二十国集团关于大宗商品价格过度波动对经济增长宏观影响的报告的有关结论，及该报告提出的可供各国根据国情考虑的减少此类影响的政策选择
1731,0.999972619,我们也承认并赞赏国际货币基金组织、世界银行以及联合国贸发大会的参与和有价值的贡献
1732,0.999567864,我们注意到在上述报告中提出的可能需要进一步开展工作的领域，并要求财长于2013年就二十国集团更好地促进大宗商品实体市场运行报告有关进展
1733,0.999979368,我们重申对增强包括场外市场在内的大宗商品金融市场透明度并避免其滥用的承诺，赋予市场监管者和当局有效的干预权力，并建立适当的监管框架
1734,0.758526785,为此，我们期待国际证监会组织（IOSCO）于2012年11月份前提交其对大宗商品衍生品市场建议的落实情况报告
1735,0.116526803,62、我们认识到能源大宗商品价格过度波动也是造成经济不稳定的重要原因
1736,0.57903067,我们将继续致力于建设运转良好且透明的能源市场
1737,0.323057317,我们将继续就改善联合石油数据倡议（JODI-Oil）和联合天然气数据倡议（JODI-Gas）数据提交的及时性、完整性和可靠性开展工作，并期待明年的进展报告
1738,0.002093938,我们期待11月份的财长会议讨论国际能源署（IEA）、国际能源论坛（IEF）和石油输出国组织（OPEC）提交的关于国际天然气和煤炭市场透明度的报告
1739,0.000771356,我们同样期待IOSCO与其他有关机构合作（IEF、IEA、OPEC），在2012年11月提出改善石油价格报告机构运行并加强对其监督的建议
1740,0.975049642,我们要求财长在这一领域采取必要的具体措施
1741,0.970760905,应对发展挑战
1742,0.999971554,63、减贫和实现强劲、包容性、可持续和平衡增长一直是二十国集团发展议程的核心目标
1743,0.999911217,我们重申加强与发展中国家特别是低收入国家合作的承诺，支持其自主实施自主决定的政策，以实现国际商定的发展目标特别千年发展目标及其之后的国际发展合作目标
1744,0.999992595,64、我们欢迎发展工作组基于此前二十国集团主席国有关工作，将工作重点集中在粮食安全、基础设施和包容性绿色增长三个优先领域
1745,0.755878942,我们赞赏二十国集团在落实首尔跨年度行动计划有关承诺方面取得的进展，支持2012年发展工作组进展报告
1746,0.916877702,我们邀请发展工作组在下次峰会前探讨建立一个对二十国集团发展领域行动的评估和问责进程
1747,0.993728144,65、基础设施投资对经济可持续增长、减贫和增加就业至关重要
1748,0.004157931,为此，我们欢迎落实跨年度行动计划取得的显著进展，包括在落实多边开发银行行动计划和基础设施高级别小组有关建议方面的进展
1749,0.999985975,66、在认识到公共资金在基础设施投资领域仍然必不可少的同时，我们认为私人部门投资可以发挥补充作用
1750,0.844570825,我们鼓励多边开发银行继续落实行动计划，并注意到《评估低收入国家投资的风险和回报》报告所作的贡献
1751,0.999626603,该报告包含客观评价在低收入国家投资包括长期基础设施投资，所面临
1752,0.581501773,风险和机遇的重要信息
1753,0.999999991,认识到快速城市化为可持续发展带来的挑战和促使城市可持续化的必要性，我们欢迎《发展中国家大中城市大规模交通基础设施最佳实践》报告，支持发展工作组报告列出的后续行动
1754,0.918262873,67、我们重申千年发展目标中关于全球发展伙伴关系的承诺，欢迎为此作出的努力，包括根据在韩国釜山召开的第四届援助有效性高级别论坛的广泛共识即将启动、并由各方自愿参与的全球发展合作有效性伙伴关系
1755,0.999991064,68、我们认识到自然灾害风险管理（DRM）工具和战略对于更好地预防灾害，保护人身和资产安全，从金融上管控自然灾害带来的经济影响所发挥的作用
1756,0.999509024,我们赞赏世界银行与经合组织在联合国的支持下为推动自然灾害风险管理讨论做出的共同努力
1757,0.999999995,我们欢迎世界银行和墨西哥在二十国集团成员的支持下联合出版该领域的国家经验报告，并期待经合组织于11月前完成促进实施自然灾害风险管理战略的自愿性框架
1758,0.979459624,通过包容性绿色增长促进长期繁荣
1759,0.99994537,69、当代和子孙后代的长期繁荣需要我们放眼长远，超越当前的经济危机
1760,0.998673971,我们认识到找到经济增长、环境保护和社会包容相互补充和促进方法的重要性
1761,0.999999961,可持续发展和消除贫困背景下的包容性绿色增长能够在保护环境和我们未来依靠的社会福祉的同时，帮助实现发展和经济目标
1762,0.933486594,包容性绿色增长不能作为采取保护主义措施的借口
1763,0.998169436,70、我们承诺通过适当的措施，包括鼓励包容性绿色增长的措施，继续帮助发展中国家持续和巩固发展
1764,0.908225839,我们将在2012年联合国可持续发展大会上重申我们对可持续发展的承诺
1765,0.999452935,我们承诺根据联合国可持续发展大会和气候变化框架公约的共识，继续将包容性绿色增长作为二十国集团发展议程
1766,0.955546761,71、气候变化将继续对世界经济产生重大影响，若未及时采取更多行动，代价更高
1767,0.008203871,我们重申应对气候变化的承诺，欢迎联合国气候变化框架公约缔约方第17次会议的成果
1768,0.145146057,我们呼吁全面落实坎昆和德班协议，并与下届主席国卡塔尔共同推动第18次缔约方大会取得成功和平衡的成果
1769,0.875783026,我们强调有必要在中期使经济结构沿着气候友好型道路转变
1770,0.96652757,我们欢迎设立G20气候变化融资研究小组，以在与坎昆协议保持一致并考虑联合国气候变化框架公约有关目标、规定和原则的情况下，探讨有效动员资金的方法
1771,0.164754848,我们要求该研究小组在11月向财长提交进展报告
1772,0.506910252,我们支持绿色气候基金投入运行
1773,0.999786622,72、发展工作组讨论了一套广泛、实用并自愿采取的措施和行动建议，有望帮助各国根据各自国情和优先领域促进可持续发展
1774,0.999670989,我们相信发展中国家应与相关机构和机制建立联系渠道，促进知识分享、资源动员和能力建设，并设计和实施绿色增长战略和政策
1775,0.999961785,我们欢迎国际社会共同努力建立绿色增长知识平台，将继续为有兴趣的发展中国家探索合适的选择方案
1776,0.999999576,我们欢迎就包容性绿色增长制定非约束性、自愿的政策选择工具，并鼓励推动其实施
1777,0.999996186,我们支持继续探索从公共和私人部门筹集资金向发展中国家的包容性绿色增长项目投资的有效机制，包括“包容性绿色增长公私对话平台”
1778,0.861942046,我们欢迎工商峰会成立的“绿色增长行动联盟”
1779,0.982170064,73、我们强调绿色增长和可持续发展对于促进长久繁荣和福祉的重要性
1780,0.99999065,我们欢迎经合组织、世界银行和联合国关于各国根据国情和发展水平将绿色增长和可持续发展政策纳入结构性改革议程的报告
1781,0.999976932,我们认可二十国集团在自愿基础上报告将绿色增长和可持续发展纳入结构性改革议程的努力
1782,0.999998025,我们将于2013年再次在自愿基础上进行自我报告，并要求财长们报告各国在将绿色增长政策纳入结构性改革议程及制定有关国别规划以促进可持续发展方面的努力
1783,0.800869974,74、我们欢迎有关化石燃料补贴工作的进展报告，并重申将在中期规范并逐步取消低效的鼓励浪费的化石燃料补贴，同时向最贫困人口提供有针对性的支持
1784,0.964807926,我们要求各国财长于下次峰会前报告进展
1785,0.984133046,我们认识到问责与透明度的重要性，并要求各国财长在其下次会议前就二十国集团成员开展自愿性同行审议的方法进行研究
1786,0.76337859,我们也欢迎与已在从事这项工作的其他组织就化石燃料补贴开展对话
1787,0.999992957,75、在戛纳峰会上，我们承诺推动低碳发展战略，以优化绿色增长的潜力，推动实现我们的发展目标
1788,0.996830887,因此，我们欢迎二十国集团关于清洁能源和能效技术的报告，并认可二十国集团成员国通过共享技术应用方面的国家经验来促进该领域投资所做的努力
1789,0.849990444,76、我们欢迎设立全球海洋环境保护最佳实践分享机制网站，并期待网站根据戛纳峰会授权开通
1790,0.813131062,加大反腐败力度
1791,0.976321485,77、腐败影响世界经济增长，威胁市场诚信，损害公平竞争，扭曲资源配置，破坏公众信任，践踏法治
1792,0.858711948,我们呼吁所有利益相关方在反腐败方面发挥积极作用
1793,0.858056042,78、消除实施和执行差距依旧是首要任务，我们继续推动在落实《首尔反腐败行动计划》和戛纳监督报告中所作承诺方面取得重要进展
1794,0.999928786,我们重申致力于批准并全面落实《联合国反腐败公约》，并在自愿的基础上与经合组织反腐败工作组加强联系
1795,0.999461225,我们欢迎工商峰会继续参与反腐败工作，并在《联合国反腐败公约》履约审议机制原则下，在自愿的基础上让私营部门参与履约审议进程
1796,0.990386531,我们今天通过了二十国集团反腐败工作组关于拒绝腐败官员入境的相关原则，并继续建立合作框架
1797,0.97720705,我们也通过了工作组关于政府官员资产披露的原则，以预防、发现和妥善处理利益冲突
1798,0.991540742,79、我们承诺全力实施反腐败立法，根据各自国内法律对受贿、索贿人要像行贿人一样严格追究
1799,0.999786194,为推动二十国集团成员和非成员国政府在腐败调查和检举方面加强国际合作，我们将发布《二十国集团成员司法互助指南》以及二十国集团范围内的财产追踪信息
1800,0.981180349,我们重申拒绝为腐败提供安全港，并致力于被盗财产追逃
1801,0.569582528,80、我们将反腐败工作组延期两年至2014年底，并要求工作组准备综合行动计划和第二份工作组监督报告，并于2012年底前提交协调人讨论和通过
1802,0.526232782,其他
1803,0.999968258,81、在世界经济相互联系的背景下，为有效应对各种现有和未来挑战，二十国集团已建立一种必要的新多边合作模式
1804,0.998160373,由于其非正式性和灵活性，二十国集团能够促进国际经济金融合作，应对全球经济面临的挑战
1805,0.53538488,重要的是，我们应继续提高二十国集团效率，保证其针对形势需要作出反应
1806,0.892314292,为此，根据戛纳峰会共识，各国协调人制定了一套二十国集团工作方法
1807,0.937714841,82、二十国集团非正式外长会于今年2月在洛斯卡沃斯举行，探讨了二十国集团成员如何更有效应对全球治理重大挑战
1808,0.590188013,83、认识到二十国集团决策的深远影响，我们欢迎主席国墨西哥开展的广泛外围对话，以及工商峰会、劳工峰会、青年峰会、智库峰会等会议
1809,0.989757122,我们将继续同非成员、地区和国际组织，包括联合国以及其他参与者，一道推进此方面工作
1810,0.999189012,根据戛纳峰会授权，为保障外围对话的连续性和有效性，我们欢迎协调人在此领域制定的一系列原则
1811,0.999999996,84、我们感谢国际组织，包括联合国、国际货币基金组织、世界银行、世界贸易组织、金融稳定理事会、国际劳工组织、联合国粮农组织、经合组织以及民间社会对二十国集团进程的支持
1812,0.999996449,它们的报告和建议涵盖从可持续发展至金融监管的各领域，丰富了二十国集团的讨论
1813,0.52173913,结论
1814,0.484990044,85、我们期待11月30日前墨西哥作为主席国将开展的其他工作
1815,0.196151717,2012年12月1日，俄罗斯将正式开始担任主席国
1816,0.833686817,我们将于俄罗斯任期内在圣彼得堡举行会议
1817,0.859059154,我们感谢墨西哥成功主办洛斯卡沃斯峰会
1818,0.039027691,二十国集团领导人第六次峰会公报（2011年11月3-4日法国戛纳）
1819,0.001552758,1、我们，二十国集团（G20）领导人，于2011年11月3日-4日在戛纳聚首
1820,0.901752436,2、去年峰会以来，全球经济特别是发达国家复苏势头减弱，导致失业率达到难以承受的水平
1821,0.999887802,在此背景下，欧洲主权债务危机很大程度上加剧了国际金融市场动荡
1822,0.876953169,新兴市场国家经济也出现了增长趋缓的明显迹象
1823,0.893785938,大宗商品价格震荡已经给经济增长带来风险
1824,0.689872551,全球失衡持续
1825,0.999716303,3、今天，我们再次承诺携手合作，并决定采取措施，重振经济增长，创造就业，确保金融稳定，促进社会包容性，使全球化满足民众之需
1826,0.998313534,促进增长和就业的全球战略
1827,0.901471209,4、为应对全球经济当前面临的挑战，我们承诺协调政策和行动
1828,0.787460274,我们将为此发挥各自的作用
1829,0.999302109,5、我们已经就促进增长和就业的行动计划达成共识，以应对短期脆弱性，并巩固中期增长基础
1830,0.994204903,我们欢迎欧盟领导人于2011年10月26日作出的决定，包括恢复希腊债务可持续性，加强欧洲银行体系，构建防止危机扩散的防火墙，为欧元区进行强有力的经济治理改革奠定基础等
1831,0.333333333,我们要求迅速落实上述决定
1832,0.014016686,我们支持意大利在欧盟峰会上承诺采取的措施，以及已商定的由欧盟委员会对其实施评估和监督的详细安排
1833,0.857448582,在此背景下，我们欢迎意大利决定邀请国际货币基金组织每季度对其政策落实情况进行公开核实
1834,0.998768791,拥有大规模经常账户盈余的国家承诺通过改革扩大内需，同时增强汇率灵活性
1835,0.881554418,我们均承诺进一步进行结构改革以提高各国产出水平
1836,0.998570761,6、我们决心加强全球化进程中社会领域的工作
1837,0.999972357,我们确信，就业和社会包容性应作为恢复增长和信心有关行动和政策的核心
1838,0.994452088,为此，我们决定成立二十国集团就业工作组，重点关注青年就业
1839,0.559609007,我们认识到根据各自国情确定社会保障最低标准的重要性
1840,0.999985276,我们鼓励国际劳工组织继续推动批准和执行其8个核心公约以保障劳工领域的基本原则和权益
1841,0.059075208,7、我们相信开展社会对话的重要性，欢迎二十国集团工商峰会（B20）和劳工峰会（L20）取得的成果及二者的联合声明
1842,0.997936772,更为稳定和有弹性的国际货币体系
1843,0.999879267,8、我们已经在增强代表性、稳定性和抗风险能力的国际货币体系改革方面取得进展
1844,1,我们就一些原则和行动达成的共识将有助于我们从金融一体化中受益，并增强应对资本流动波动风险的能力，其中涵盖资本流动管理、国际货币基金组织与区域融资安排合作的原则、本币债券市场行动计划等
1845,0.999990265,我们同意特别提款权货币篮子构成应继续反映各国货币在全球贸易和金融体系中的作用
1846,0.999810401,特别提款权货币篮子组成的评估应该基于现有标准，我们要求国际货币基金组织对其标准进行进一步澄清
1847,0.999926154,为实现根据各国货币作用和特征的变化进行相应调整，特别提款权货币篮子组成将于2015年进行审议
1848,0.907888966,如果一国货币更早地达到加入特别提款权标准，也可在2015年前进行评估
1849,0.987541575,我们承诺进一步推动国际货币基金组织的监督更加完整、公平和有效，更好地甄别并解决溢出效应问题
1850,0.490674672,同时，我们也认识到需要进一步整合双边和多边监督，期待国际货币基金组织在明年初提出新的监督整合决定以及提高自主性和引导力的建议
1851,0.995247189,9、我们承诺将加快推进由市场决定的汇率制度，增强汇率灵活性以反映经济基本面，避免汇率的持续失调和货币竞争性贬值
1852,0.999999177,我们决心依据促进增长和就业行动计划中关于汇率改革的承诺采取行动，以解决短期脆弱性问题，恢复金融稳定，巩固中期增长基础
1853,0.999984605,我们的行动将有助于解决全球流动性和资本流动波动带来的挑战，从而进一步促进汇率改革并降低外汇储备的过度积累
1854,0.99999974,10、我们同意进一步增强全球金融稳定网，支持国际货币基金组织提出设立预防性和流动性安排，在个案基础上，向面临外部冲击但政策得力、经济基本面良好的国家提供更多、更灵活的短期流动性支持
1855,0.997896956,我们也支持国际货币基金组织提出设立单独机制以应对成员国的紧急需要
1856,0.899244598,我们呼吁国际货币基金组织对上述建议加快讨论并形成结论
1857,0.115676388,11、我们欢迎欧元区的综合计划，并敦促迅速细化和实施包括国别改革措施在内的这一综合计划
1858,0.999996954,我们对欧元区动员其全部资金能力和机构力量以恢复信心及金融稳定、确保货币和金融市场正常运行的决心表示欢迎
1859,0.983742052,我们将在自2009年伦敦峰会以来已经动员的大量资源的基础上，确保国际货币基金组织继续保持履行其系统性职责、维护全体成员利益所需的资源
1860,0.999866579,我们将确保及时动员额外资源，并要求财政部长在下次会议前就采用向国际货币基金组织提供双边支持、特别提款权分配以及自愿向诸如国际货币基金组织管理的账户等特别安排出资等一系列方式开展工作
1861,0.999058111,我们将加快全面实施2010年国际货币基金组织份额和治理改革
1862,0.955701012,金融部门改革和加强市场诚信
1863,0.926351626,12、2008年在华盛顿，我们承诺确保所有金融市场、产品和参与者都受到或服从于适当监管
1864,0.974646387,我们将兑现承诺并继续推进金融部门改革
1865,0.99703005,13、我们已经同意采取全面措施以避免出现金融企业“大而不能倒”的可能，同时保护纳税人免于承受金融机构破产清算的负担
1866,0.951231381,金融稳定理事会今天公布了全球系统重要性金融机构的初步名单
1867,0.99535104,这些机构将遵守强化的监管规则、新的破产清算国际标准，并从2016年起实施额外的资本要求
1868,0.929053674,我们准备界定系统重要性的非银行金融实体
1869,0.305848663,14、我们决定对影子银行实施监管和监督
1870,0.131033005,我们将进一步推进对市场诚信和有效性的监督，包括应对高频交易和灰色资金带来的风险
1871,0.987710725,我们已经要求国际证监会组织评估信用违约互换市场运作，已就保护金融服务消费者有关原则达成共识
1872,0.548704825,15、我们不允许金融部门回到危机前的行为，将严格监督关于银行、场外交易市场及薪酬的承诺的落实情况
1873,0.999970144,16、基于已有进展，我们已经同意对金融稳定理事会进行改革以增强其协调和监督金融监管议程的能力
1874,0.999878177,改革包括给予金融稳定理事会相应的法人地位和更大的经济自主性
1875,0.991213291,我们感谢德拉吉先生所做的工作，欢迎加拿大央行行长卡尼被任命为新任金融稳定理事会主席，欢迎瑞士国家银行行长希尔德布兰特被任命为金融稳定理事会副主席
1876,0.97907311,17、我们敦促所有辖区在税收、审慎监管及反洗钱和反恐融资领域遵守国际标准
1877,0.989637052,如有必要，我们将随时采取现有的应对措施
1878,0.962482556,在税收领域，我们欢迎已有进展，敦促所有辖区，特别是全球论坛甄别出来的11个不合格辖区，采取必要行动解决经全球论坛审议认定的不足
1879,0.954754891,我们强调全面税收情报交换的重要性并鼓励全球论坛就此开展工作以找到改进方法
1880,0.522354887,我们欢迎所有成员承诺签署税收征管互助公约并强烈建议其他辖区加入该公约
1881,0.992370239,应对大宗商品价格波动和推动农业发展
1882,0.999314732,18、作为金融监管议题的一部分，我们核准国际证监会组织关于完善大宗商品衍生品市场监管的建议
1883,0.949642731,我们同意市场监管者应被授予有效介入市场的权力以避免市场滥用
1884,0.990355777,在所有干预市场的权力中，市场监管者应拥有并使用正式管理交易头寸的权力，必要时有权设定交易发生前的适当的头寸限制
1885,0.721793969,19、提高农业生产是解决全球人口吃饭问题的关键
1886,0.938567503,为了实现这一目标，我们决定遵照2011年6月农业部长会通过的《粮食价格波动和农业行动计划框架》行动
1887,0.996409857,特别是我们决定投资并支持提高农业生产率方面的研发
1888,0.83996868,我们已启动“农业市场信息系统”以加强农业产品市场的透明度
1889,0.126971863,为加强粮食安全，我们承诺设立合适的风险管理机制和紧急人道主义工具
1890,0.031473724,我们决定对于世界粮食计划署为非商业性人道主义目的进行的粮食采购，不受出口限制或征收额外税
1891,0.999976333,我们欢迎设立“快速反应论坛”，以增进国际社会政策协调的能力并在市场危机时期予以共同应对
1892,0.057665612,完善能源市场，应对气候变化
1893,0.396988466,20、我们决定加强能源市场的运作和透明度
1894,0.856276722,我们承诺提高“联合机构数据倡议”石油数据库的时效性、完整性和可信性，并根据同样原则着手开展天然气数据库有关工作
1895,0.192101963,我们呼吁生产国和消费国每年就石油、天然气和煤炭的短期、中期和长期前景和预测进行持续对话
1896,0.976270276,我们要求有关组织就价格报告机构的运作和监管问题提出建议
1897,0.813708319,我们重申将在中期内规范并逐步取消低效、鼓励浪费的化石燃料补贴，同时向最贫困人群提供有针对性的支持
1898,0.384427296,21、我们承诺推动即将举行的德班气候变化大会取得成功，支持南非担任这届大会主席
1899,0.156042301,我们呼吁各方落实坎昆协议，并在所有谈判领域取得进展，包括绿色气候基金的运作并将其作为德班会议平衡成果的一部分
1900,0.999996794,我们讨论了国际金融机构关于气候变化融资的报告，要求我们的财长在考虑联合国气候变化框架公约的目标、规定和原则的基础上，继续这一领域的工作
1901,0.905948004,避免保护主义和加强多边贸易体系
1902,0.975212278,22、在当前全球经济的关键时刻，有必要强调多边贸易体系防止保护主义和政策内顾的优势
1903,0.880598572,我们重申多伦多峰会关于2013年底前不采取任何新的贸易保护主义措施的承诺，并承诺减少任何可能已经出现的保护主义措施，包括新的出口限制措施和不符合世界贸易组织规则的出口刺激措施
1904,0.938765875,我们要求世界贸易组织、经合组织和联合国贸发会议继续监督形势并每半年发布一次报告
1905,0.504792299,23、我们坚持多哈发展议程的授权
1906,0.521602064,但很显然的是，如果我们继续按以往的做法开展谈判，多哈发展议程谈判不可能完成
1907,0.08449154,我们承认谈判迄今取得的进展
