,0
2663,"[-1.1299233, -2.494492, -0.8853546, 1.2568624, -1.0869038, 3.3145673, 0.098969705, 1.3074841, -1.8516514, 2.1986723, -0.5646288, 1.0611662, -0.99251366, -1.8358206, -1.1687914, -3.1131809, 0.85233635, -5.3678503, -5.259168, -1.7663907, 1.2756115, -2.8077917, -3.7731488, 0.9820104, 3.7367148, 1.2357116, -2.5152574, -2.7109716, 1.4675651, -0.83298457, 2.6520283, 1.0120867, 3.154183, 0.776335, -2.7390711, -1.3198782, -0.44803184, 2.1828105, -0.9694312, -4.8842645, 3.0571775, 3.1486595, 0.89223003, 1.5943205, -1.8055148, 0.9818772, -2.0413074, 1.8585488, -2.37404, -3.431467, 2.4529705, -0.5791753, 1.4602249, -0.9478557, 1.1337188, 0.37291074, -0.10791961, 3.3704727, 0.15935206, 0.04628721, 1.2672141, 1.4580085, -1.6848159, -0.73198354, -1.7838439, 1.8267701, 1.6230987, -0.53188986, -0.19729212, -3.1880322, 1.3632461, 1.7837497, -4.4656854, 3.6254635, 1.2918304, -4.159136, 0.28046432, -0.45224938, -0.41069284, -3.3724658, -3.7110732, -1.7058576, -0.2070883, 0.63786805, 1.9076287, 6.1379013, -0.7422596, 1.3715256, 1.7356594, 2.6525881, -1.5796185, 5.4182534, 0.89606005, 0.15288952, 2.618492, 1.3526139, 3.6028779, -0.3549868, -4.908729, -3.0463254]"
2664,"[7.3404512, 1.2813653, 0.026624957, 1.97347, 2.9023318, 3.6266885, -0.7583765, 1.3173723, -4.3184857, -6.438695, 2.2381885, 1.4947069, -1.2509586, -0.5372262, 2.176926, -4.8748097, 2.2918763, -5.068124, -0.557242, -1.9466333, 0.9949559, -4.612715, -4.7202578, -2.312484, 0.6085579, -2.0699394, -2.9675772, -6.1384134, 2.8184228, -3.3027618, -1.4115074, 1.7107712, 0.28450778, -2.9545445, -3.6975117, -0.54641634, -3.8672256, 1.8805223, -5.1408577, -2.954592, 0.14598061, -1.1486002, -0.19966815, 0.1279147, -1.6858472, -1.1677504, -4.137959, -4.8028665, -1.4768288, -2.085495, 2.595572, -2.136336, -1.7797084, -3.0549505, -0.19520079, 0.120673686, 6.170057, 3.2001998, 0.8397971, -2.1774929, 2.594172, -2.1736345, 1.1646814, -0.051318884, -1.7045997, 4.5154257, -2.5666385, -1.0742143, 5.523586, -0.5483538, -1.0184987, 1.4134557, -1.8558259, 0.35465887, -1.2069062, -7.5016866, 4.1009355, -3.3294737, 3.0880055, -6.285364, 2.4802825, 2.1382666, 4.2215767, 1.4618443, -0.31614405, -1.0067906, -3.1250603, 0.24272846, 3.5454018, -2.238794, -0.73640037, 0.9989329, 1.9169437, 7.7613716, 0.18010128, -6.21917, -2.406078, -5.0655627, -0.7025656, -4.7564807]"
2665,"[0.71130383, -2.048971, -3.2143054, 4.9301796, 3.0994627, 1.3990128, -5.360177, -4.8204494, 0.53520095, 2.2077274, -4.253815, 1.0196649, 0.4537131, -0.23514703, -2.727638, -3.585934, 2.938922, 5.776032, -4.819968, -4.138211, 0.8763809, 1.3242997, -0.014990066, -2.96215, 3.4983697, -0.29752457, -1.1556783, -0.6563068, -1.0372487, 5.905563, 3.9703834, 2.9661937, -1.5129336, -5.2573137, 5.708021, -0.92801905, 5.371642, -3.1727455, 0.983875, -1.3132646, 0.06671518, -1.8297038, 1.8935945, 3.9266846, -2.592215, -0.35954443, -0.87743664, 3.3455658, 4.1301312, 0.89068294, -0.9552116, 4.210017, -2.4241397, 0.8857888, -2.1508107, 7.793782, -6.1825414, -6.5234594, -0.6572082, 2.2920194, 0.783042, -2.5329757, -2.4088676, -4.109453, -2.129813, -3.8225105, -1.7413375, 2.6080744, -1.6277843, 4.4802647, -0.7772398, -0.09415372, 1.40357, -1.1834468, 3.2753477, -0.9576716, 5.3004837, 3.1953967, -1.684603, 0.3221316, 0.82821006, -5.280015, 2.2003095, 2.0965574, 2.5749164, 1.4414657, -1.9975206, 3.2182753, -1.5628198, 2.4756494, -1.56674, -0.2047367, -0.832121, -0.27982548, 1.018276, 3.4555116, -0.28753066, 4.0904026, 1.9610754, 7.1584067]"
2666,"[0.48493567, 0.32585028, -0.30094427, 0.38261616, -2.5157692, 0.8374663, -1.180873, -0.37173137, 3.1611872, 4.2379293, 0.27204627, 2.0240543, -5.6872096, 1.3943172, 1.6459506, 1.7507303, -1.5857875, -0.044780575, -1.6475008, -2.3649144, 0.12342165, -2.9850695, 3.3433454, 1.600153, -1.8515208, 0.6946334, -1.8256649, 0.27263615, -0.7975877, -3.057575, 0.9208723, -6.491406, 1.5086589, 3.360962, -2.9506903, -1.9175433, -0.96357155, -4.501266, 3.4852111, 2.4590383, -0.7530759, 5.141196, -0.8012923, -1.4696996, 0.69058764, -0.9971648, 1.1608102, -1.7056128, 0.11732483, 1.1675509, 0.28927937, -0.4973762, 3.0531673, 0.33930343, 0.18887253, 1.2389243, -0.063681215, 2.1890829, 3.59432, -4.3176756, 4.0869136, -1.5593579, 1.4194167, -0.45828694, 2.0035608, -0.20087647, 2.9360404, 3.220674, -1.1732869, -0.51594234, 4.324846, -5.3652244, -1.8025724, 0.32994118, 3.0495567, -3.1318483, -2.3229668, 2.4514391, 4.67568, 1.3226033, -1.3646952, -0.66402185, 1.3141268, -0.77535474, -0.4582858, 2.028544, 0.059921373, 6.993361, -3.3795462, -1.9684829, -2.3425822, 4.3177695, -4.1816735, -1.486692, 1.7894485, -3.5305378, 4.8284645, -1.5348253, -2.9680517, -5.336805]"
2667,-1
2668,-1
2669,"[-4.2672524, -1.968233, -1.3088489, 0.77281564, 0.44116864, 2.07116, 0.21687831, -3.56757, -1.837203, 4.98371, 1.305442, 0.12940294, 1.0690557, -3.8812883, 0.8797804, -1.8403298, 0.6394907, 1.2593387, -4.465238, -2.2793777, 1.5045357, 0.46284765, 0.35149974, -2.0922709, 3.097885, 1.1409942, 1.058026, 1.092027, 2.09889, -1.9497225, 5.501746, 1.3028492, 0.29280224, -0.3769665, 1.8854101, -0.17885755, -3.3979008, 3.0761268, 4.4204574, -1.268467, -1.0582043, 1.907465, 4.7088213, 2.7723079, -2.4382973, 2.391548, -1.4691811, 2.3843343, -5.922423, 0.58725744, -0.97573936, -0.1928346, -2.3958175, -2.9900343, 2.0900888, -1.1935176, -3.3907416, -0.82778203, 1.4819156, 0.27000615, -2.5794024, 0.90497184, -5.0434794, 3.1406927, -4.108036, -0.78432065, 0.9713393, 0.046374258, 0.33511072, -3.4344354, 0.6670413, -2.86126, -3.7295635, 3.521308, 2.2494087, 0.40834185, 3.6383219, -1.1186547, 1.8637223, -1.022331, -2.553121, -0.8113358, -1.3088506, -0.09790622, -3.801716, 0.9473173, 0.32872167, -3.451109, -4.018443, 1.2322835, -4.486346, 4.5589375, -4.2397695, 1.1173694, 1.7620691, 5.1305137, 3.2266111, -1.7133106, 0.60021335, -0.44859436]"
2670,"[2.9532473, -1.4760793, -4.864504, 2.6538997, -1.1152139, -2.5742614, 1.4263847, 2.3245966, 2.8687587, -0.84821755, -1.8753812, -3.8060813, -0.5933055, -2.4581718, -1.3729367, -3.8226957, -5.429976, 2.5884647, -0.6138669, 2.408673, 4.1259565, -0.4780958, -4.900942, 5.988302, 1.0520858, -1.5165877, -5.238196, 0.75105906, -3.4706693, -3.8201509, 3.1760724, 1.5052363, 1.023363, 5.353149, -0.52677363, -0.002450315, -1.6129724, 2.728659, 1.5428904, 1.5530722, -0.96726596, -1.2447841, -3.2464435, -1.0335188, -7.217718, 5.4122896, -0.16417715, -2.5041537, 0.20660001, 1.1857525, 7.7332354, -1.9504551, 1.3148404, 3.0202992, -2.9214885, -4.6439233, 0.30051816, 0.55199397, -1.9458265, 0.34063828, -0.25706568, 2.542037, 0.16068031, -10.795955, 1.0333238, 6.5908933, 5.0155196, -1.8645809, -0.32734814, 0.9499205, 0.30712792, 0.8676862, -3.032212, 0.7372081, 5.2522607, 1.5552408, 4.3340163, 0.07980605, -0.78069043, -0.24036096, 3.2897434, 0.16420683, -0.88053244, 3.1143422, -2.4883978, -1.7058122, 0.86288404, -0.31842205, 2.9125965, 1.6597313, 3.8451068, 3.5125065, -2.396359, -5.7565355, -0.4017662, -0.2076684, 2.7992446, 2.4351468, 1.2920442, 4.0031033]"
2671,"[0.34058544, 1.1308472, -0.19281566, -1.9077244, 0.73517, -5.2680416, 1.7796469, 2.0834951, 4.330874, -1.7788874, -0.5571307, -3.0842936, 1.7071205, 0.6651964, -3.8185158, -3.035184, -2.2342014, 2.7745578, 0.21962447, -2.2969272, 3.20289, 1.2818286, -3.5617332, 6.7736087, 1.6001192, -0.77293724, -0.9495585, 0.088300645, -4.1224957, -4.548887, 3.301839, 2.292004, -0.22337736, 4.1056647, -0.4884548, 4.304558, -1.5801088, 2.1146824, 0.7743588, 2.4009597, -5.6010766, -2.842179, -2.0916624, -2.944744, -3.968241, 2.3756418, -2.3616712, 3.5972853, 0.018232051, 2.8216286, 3.2062328, -0.85562557, -1.4525745, 3.6462379, 2.0422666, -5.1730566, 2.4790795, -3.901018, -0.78958875, 0.5157445, 0.28471628, 2.3584383, -2.0824873, -5.611667, -1.2987878, 6.758127, 0.4647076, -2.7741826, 1.2001721, 4.4640536, -1.7766618, 2.0789227, -2.605387, 0.36112416, 0.18356958, 1.2509854, 4.06743, 1.4233454, -1.1362687, 2.845742, 1.6666886, -3.0241625, -2.3674283, 5.1910677, 0.7747139, -1.2257864, 0.3452366, 0.060019072, -1.1340612, -3.2867758, 0.5753111, 4.9384413, -0.10840896, -6.3804545, 0.27014711, -5.6697, 0.7724332, 4.9932685, 3.511344, 2.8777752]"
2672,-1
2673,"[-0.6686718, -0.082132846, 0.88006693, 2.6249685, 5.284132, 0.094963804, 0.1126722, 1.0224705, 3.7861245, 1.8453566, 0.065194555, 1.3909076, -1.97537, -1.7435247, 3.781485, -1.3783634, -1.72019, 1.4526432, 0.7396574, -0.971853, 3.5727232, -1.1035761, 1.3460556, 2.9626884, -4.412953, 2.3103862, 3.4297676, -0.2848754, -1.5006738, 4.35888, -0.69799274, -2.9162772, -0.77263474, -1.0638301, -1.7815822, 1.1204507, -0.9067984, -0.87568027, -3.7552388, -4.453825, -0.877425, 5.358791, 2.9282084, -3.6693637, 0.77928936, -0.028573174, 0.26537076, -0.87553906, 0.54601014, 2.0752563, -2.056398, 2.953977, 0.9660769, 0.91103506, -0.03604598, 4.092701, -0.32155326, -3.1979942, 0.042584732, 1.0288453, -4.2926364, -1.8348883, -4.8398557, 1.1990566, 4.8628573, 2.347397, 2.50946, -4.4926195, -4.0914373, -4.507276, 3.1368122, -2.2147374, -3.527505, -1.4669363, 2.4526055, 2.2280633, 3.0994098, -1.0781134, -4.5061345, -2.5080516, 0.6963661, -1.821847, 3.273085, 4.3070517, -0.087721124, -2.247171, 3.5430257, 1.6590308, 3.360506, -0.98811644, -2.320609, 4.0516543, -0.6792598, -0.5097799, 2.6780457, -1.6333532, -5.1662464, 2.3814776, -2.0311167, -4.7391005]"
2674,-1
2675,"[0.5575277, -0.27504045, 0.013049057, 2.2016153, -0.46931037, 0.559867, 2.502253, -1.8897295, 5.415926, 0.95995873, -2.7326474, 1.8636224, -5.3228426, 0.13183032, -0.81914794, -5.630845, 3.1363878, -0.13475543, 2.963565, 3.4466615, 3.6704073, 0.16457815, -1.1399581, -0.5885796, 2.1170802, -2.976179, 0.65787953, -1.7950543, 1.9298956, 2.891956, -0.003788607, 0.2870986, 0.56632733, 1.8445473, 1.9614877, 0.9460704, 2.4122007, 0.17805539, -5.6245713, 0.2015294, -1.5768317, 0.29935485, -0.8481209, -2.8407555, 1.1704696, -2.6562724, 3.3903148, 2.320634, -1.8785437, -5.228887, -2.1293561, 2.7130375, 2.286991, 4.0388165, 0.6439042, -1.1382574, -5.886193, 0.5773872, 0.78916526, 6.010642, -0.14414836, -0.24427621, -1.3253214, -2.4158275, 4.904962, 2.9573908, 4.116664, -1.8794947, 1.3865317, -4.004974, -1.4722192, -2.2166064, 3.6168022, 3.3224597, -3.2159753, 0.710534, 2.9761982, -1.5608513, 2.324026, -1.0803014, -3.3903804, -3.0083218, 1.801929, -0.9323093, -0.063361555, 0.03610687, 0.43704748, 0.86729, -2.3326924, -1.5488858, 5.4136233, 0.5886181, 0.04403078, -0.1344575, 2.8395965, 3.228309, -4.832999, -1.0034277, -0.87528044, 2.1816783]"
2676,"[-4.801334, -4.3994594, -3.6612706, 3.994512, 2.8037755, -1.9942027, 0.7635231, 0.8596286, -2.3523273, 0.31093588, 0.5091916, -2.2171133, -0.17010917, -0.28156173, -0.64133537, 4.2497025, -3.1911397, 1.9990329, -6.034362, 5.0155945, 5.2698174, 4.0026255, 2.2160172, 0.41537055, 5.534419, -2.4698477, 1.5633682, -6.609965, 4.333035, -4.733933, -5.2293243, -2.5852547, -1.1218252, -0.7325772, 2.996271, -0.40203702, -4.5722604, -3.6635141, -0.9682848, -3.138306, -1.8624096, -2.9774804, -0.7515703, -4.2648034, -3.3123085, -0.47917506, -2.820289, 2.8718715, 0.40081233, 0.8833528, -2.353541, -0.013506718, 2.7043986, 1.3369565, -1.3138751, -2.2418156, 3.4199762, -5.1306806, -0.09309124, -2.9187593, -4.8646083, 1.2475723, -3.8473618, 2.7397106, -1.4879066, 4.4943423, 3.1515195, 1.0544366, 1.7319962, -5.0895576, 4.4112306, -1.0499941, 0.82297397, 3.5741346, -3.91769, -1.7005707, 6.27346, -3.0861447, -0.7496336, -3.4723055, -4.8730893, 1.3679464, 1.7882569, 2.9255474, -3.347662, -4.197636, 3.7730017, -8.339815, -1.8703715, -0.4733485, 0.78761166, 4.582077, -3.8104682, 2.3142138, 2.6420557, -0.19724698, 4.0541573, -5.2316155, 4.985858, 0.47445223]"
2677,"[-0.758677, -1.6073349, -1.9860463, 2.0466115, 1.2186146, -3.5667, 4.2822, 0.777438, -0.8074541, -1.634165, -1.0319796, 1.4664856, 1.8504956, -0.9319107, -3.2290328, -3.6506262, 1.5234225, 0.2035127, -2.243688, -3.851071, 0.8239412, 1.5543946, -0.5393746, -1.06297, 5.3575854, 0.2220249, 0.43501258, -9.33576, 1.2229252, 3.4200132, 2.8868847, 1.103506, 1.5500596, 5.150245, 2.2414882, 2.9303162, -5.18093, -1.6820049, 0.47135115, -1.9643292, -2.2881002, 0.53372425, 3.9306986, -2.3602548, -3.3021336, -2.0980155, 1.5242934, 4.1346045, 1.9884706, 3.5950391, -0.8742056, -1.7870538, -5.2009873, -1.3397547, -1.3363473, -2.5935307, 3.4158132, -3.3545249, 7.3778496, -2.9025607, -6.6631093, 0.031818107, -2.4985797, 0.27044907, -1.9105626, 3.6178012, 0.4758785, -1.2605562, 2.053798, -0.0663254, -2.8456988, 0.81767136, 3.6204972, 4.238448, -0.07761533, 1.7584872, 3.7270486, 3.3300548, -1.5659612, -2.9157403, 4.389394, 7.7415323, 0.8020989, 0.57660437, 0.50977767, -0.91606015, -0.48034504, -3.241148, -0.94700605, 0.33775565, -6.89532, 6.5699096, -0.1881521, -0.94279253, 0.6748874, 1.8526509, -0.94066215, -4.180982, 7.351421, -1.4587969]"
2678,-1
2679,"[-4.6144466, 0.1914733, 1.9452039, 4.9658237, -2.5062516, -1.9275737, 1.3136599, -1.5723264, -1.2842017, -0.031838804, 1.2479448, 1.5486139, -3.7265296, 0.44449422, 0.40886146, -6.078026, -0.20234971, -2.8377442, -5.747946, 1.0628449, -3.5439506, 1.4759427, -1.8654995, 0.4473586, 1.6391101, -5.2105823, -2.1833954, -3.7246602, -1.5390784, -0.88898337, 3.4004838, -3.070534, 1.4777741, 1.0955102, 4.802155, 0.8942314, -3.1319733, -3.3120763, 6.5103064, 1.5025585, -0.55113727, 4.6311836, -0.7467852, 1.5617602, -3.1334875, -1.1268576, 1.8508406, 1.5995584, 1.7010711, -1.5992802, 0.9455515, -2.6413667, 0.31061003, -2.6186306, -3.550698, 4.7969275, 1.223563, -0.00722758, 6.5959024, 0.50485784, -4.2229934, -0.013224252, -2.9232144, 3.3390877, 0.81860554, -0.8431855, -4.0056653, 7.2476983, -3.1109114, -2.2425115, 1.5467999, 2.5955722, -5.0593657, 3.2522182, -3.3287969, -4.1737204, 1.564719, -3.883621, -5.618148, -0.73127556, -2.6430044, 2.2717128, 2.419777, 0.23273975, 0.04543971, -3.886941, 0.7946544, 1.3686002, 4.1736836, 2.9471714, -0.94041806, 2.1556134, 2.3895433, -2.8324432, 3.464371, 0.6757592, 2.2553189, 6.9122443, 5.188503, 2.63243]"
2680,"[2.196302, 0.04618351, 0.22956942, 2.7014194, -0.041912097, 0.7174547, -1.8791448, 0.01168691, -1.2501262, -1.3981358, 0.8843796, 1.1897814, 0.7625803, -2.0239487, -1.1510634, 0.9534199, -0.26238644, -1.8631303, 4.1257334, 0.6659992, -0.14942266, -0.08536563, -4.4993544, -2.0996687, -4.189284, 3.904284, 1.2449784, -2.4667277, -0.17601284, -0.8306564, -3.1022727, -1.113353, -2.9705098, -3.1336594, 0.19926587, 2.0095286, 1.158172, -0.95903724, -4.631236, 0.36677346, 1.419585, -0.07704494, 2.2706673, -0.2850708, 1.6647167, -1.4320824, -3.4680898, -2.9916117, -1.406521, -0.9536037, 2.9422781, 2.7317011, 4.300639, 1.691174, 2.223032, 0.23187923, 0.050980117, -2.1116097, -1.8486392, 1.9418465, 0.78554434, -0.9293215, -2.456239, -3.6523275, 2.5470443, 0.29821187, 2.023853, 0.42042708, 0.22143409, -0.65536857, 0.037039332, 0.64276344, -0.28656092, 0.9015024, -4.96407, 1.541255, -2.635226, 1.5105586, -0.14145167, -1.9147115, -0.32665616, -0.8044813, -1.4720461, -1.275272, 0.8793543, 0.6840622, -0.6013631, 5.018552, 1.2619679, 2.5228825, 1.2802781, 1.0290383, 0.9614304, -2.7243526, -1.9884033, -0.8796618, 0.45827708, -2.1519992, 1.4420636, -0.5304378]"
2681,"[-1.7108314, 3.9446309, 1.9734721, 2.436751, 1.4374158, -2.4477136, 0.10434541, 2.8340158, 0.16024956, 2.732963, 1.2178553, -0.22638147, -1.4628085, 0.6038019, 0.10741072, -3.1770334, -1.9950247, -1.4949207, -5.157099, 0.54475963, 0.2756301, -1.4470165, 3.431685, 5.2355084, -0.84992886, 1.9580777, -0.8647878, -2.5992992, 0.4114809, 2.324669, 2.2745066, -3.7091298, 3.0508358, 0.33289167, 2.1163898, 0.9280275, 0.03474444, 1.2160779, -3.7245533, 1.2278794, -0.75096804, 1.2366818, 2.569464, -3.552618, -1.3857139, -0.16802338, -0.319907, -1.5758502, 0.13446449, -1.7037053, 0.8610525, 1.6349602, 1.8814423, -0.41569805, 5.0173655, 0.49654603, -0.8060448, 2.0913568, 3.3971007, 1.733238, 0.6056216, -1.2091262, -1.621687, -3.2954497, 2.6964862, -1.4040915, 2.987218, 2.333418, -2.8964422, -2.3241334, 4.7881355, 2.4803436, -2.834207, 0.1945192, -0.7601095, -3.2344458, 0.48736894, -1.9859295, -4.345978, -1.4361863, -2.2355871, -1.1361252, 0.33644262, 2.3420064, -1.4335068, 2.4740129, -1.9822217, 4.075522, 0.163387, 4.386274, -3.06685, 3.9600167, 0.85941416, -1.2386044, 1.9398887, 5.5144153, -0.41482946, 1.6856035, -0.19991419, -0.20320775]"
2682,-1
2683,"[-3.662955, -1.5706815, -4.369984, -0.0894879, 1.2040662, 3.9315584, -1.9640087, 2.8021836, -0.70827544, -0.07935992, -1.4775436, 0.40510702, -4.339123, -1.5493981, -2.8664393, -0.66031003, -3.4447062, -2.5605292, -3.251659, -2.03224, 3.3857288, -1.8473061, 2.276131, -3.3572075, 1.0811363, -1.3314127, -1.5788182, -2.2134917, 0.9699372, 0.99771947, 2.284126, -4.224389, -0.59822524, -0.49544942, -0.8357508, 0.6528561, -1.6938314, -2.044679, -1.3967704, -0.50192046, -1.2493469, -0.11718671, 1.8348315, -2.5889146, 0.48759165, -2.4644625, -0.641143, -1.5419438, -2.2920156, -4.664018, 2.239314, 3.9054291, 2.322455, 1.499072, -1.6308701, -0.97483796, 2.0760543, 4.7831345, -2.1955945, 0.20399222, 3.7531574, 0.02013718, 0.49828845, -0.4508134, 0.38022724, -1.4480724, -1.7350683, 0.67040145, -2.5880733, 1.2728472, -0.45156485, 5.23894, -2.7831872, 2.7623158, -0.6943281, -2.9964223, 2.0363932, -1.3817767, -2.4749599, -3.2775064, -0.15365031, -3.6988995, 3.9862928, 0.28299007, -3.6828442, 0.38583383, 1.152267, -1.1848497, 0.73256266, 1.9986341, 0.15020564, 0.7177287, -2.819712, 0.926955, 3.7684689, 2.1395524, -0.19328889, -4.261844, 0.108169876, 0.92141485]"
2684,"[2.5726159, -4.1220503, -10.59436, 3.672551, 3.9921398, -2.5949683, -4.9430604, -3.370059, 0.97483855, -4.745273, 5.656526, 1.9988829, 3.4703543, -0.2786397, 5.448904, -1.5559086, -1.6286601, -4.080908, 2.3445807, 0.23443323, -0.46363637, 9.156559, 8.029568, 3.5206003, -0.34088522, -0.9598999, -0.23698585, -4.751928, 6.464247, -6.368224, -0.59733015, 1.1712435, 7.7981553, -0.24655487, -4.0292606, -2.126296, -2.0425386, -3.0675046, -1.5910558, 1.2729739, -0.77746594, -0.43537325, -0.92383605, -3.6040077, 4.088219, -2.133318, -3.9001079, 0.21126586, 4.6635303, 0.26776272, 7.131357, 0.18287794, 1.660651, 1.6903074, 3.4558163, 5.575767, 4.467623, -4.655159, 7.0758166, -3.2423515, 3.9886596, 1.8217999, -4.47103, 4.11665, -0.71364576, -1.1362406, 0.19378728, 2.0708187, -2.6306605, 4.215366, -3.7955163, -5.2673798, -3.4190872, 1.3133763, -4.175435, 0.8292596, 4.7459626, -0.20689133, 0.16381155, -1.1471698, 3.7502024, -0.056087304, 5.3084197, -0.74280417, 3.1306138, 1.248145, -0.6354062, -0.9574475, 1.2616769, -2.501959, 0.4754302, 1.6422086, 3.2682023, 5.141757, 3.2725153, -3.329843, 2.6206653, -1.1270993, 0.5455969, -3.062031]"
2685,"[1.0493416, -4.3838305, -5.4224725, 4.3515134, 0.8428717, -0.5125391, -3.3725903, -3.7872205, -0.20319048, 0.19769184, -3.3669825, -0.35093617, 0.0408532, -8.071135, 2.4668572, 7.0838995, -3.872231, -1.5412143, -2.3645215, -0.15416864, 2.8139775, 6.1994057, -4.962279, -1.3413259, 5.397393, -1.8517547, -3.8056624, 2.309895, 1.6852591, -3.116396, 2.4995117, -6.2247925, 2.7130404, -4.457554, 1.1715839, -1.9082327, -0.5958701, 1.3816705, 3.7298388, -2.7775552, 2.0009255, -5.151078, 3.2905757, -5.7454333, -2.6452217, 1.188589, 1.5370046, -2.4241543, -3.2002928, 0.19047004, -0.6220302, 0.39316076, -5.131281, 0.31480733, 2.4089882, 7.1666913, -2.0567641, -5.448072, 4.648066, 1.7167326, -6.779919, -0.6662391, 1.40019, -1.0876034, -4.8126483, -3.2880766, 2.7513988, 1.74122, -1.8960463, -3.5798297, 6.2215214, -1.046225, 0.072772756, -0.46874923, -3.900529, -2.610343, 5.2588654, -1.603731, 4.022167, -5.056723, -0.8016582, 0.407982, -1.7036263, -2.9193194, -6.379204, 1.3665093, 3.5220568, 1.9183882, -2.6993513, 1.6071717, -7.421242, -2.5410879, -3.693874, 0.10836832, 3.8426034, 6.202125, 2.1545033, -1.2823725, 5.139785, -3.9616227]"
2686,"[-0.33105654, -1.0979121, -2.6636612, 1.4764863, 2.7438154, 5.050776, 0.057951547, 5.851465, -2.7371023, 0.3071869, -1.5277547, -0.89776736, -1.9290247, -0.8199054, 2.3573387, -0.50450784, 3.8091676, 1.6764495, -0.34758577, 0.36875355, 4.2813888, -0.70805997, -1.1763281, -0.94093263, 4.5615206, 0.32106453, 1.8447889, -1.1322336, 1.1866101, 3.1389925, -0.6292798, -0.56819785, -0.4229861, 1.4011081, -2.3793693, -1.3557488, 0.94143915, -1.298968, -2.2068632, -1.5318332, -0.06805725, -0.6682006, -1.2018077, 0.32132527, -2.1007113, -4.875385, 0.3404811, -1.6909615, -4.266113, 0.7696999, 1.8039215, -2.7544281, 5.7497363, 3.1154315, -0.055883177, 1.7156955, 1.0610988, 7.7425094, -2.13406, 3.3173037, 1.773138, -0.6247559, 6.338051, 1.0747331, -2.1858118, -0.3252069, -3.0191348, 2.46872, -1.1597219, 1.8702905, -0.025539815, 4.549411, -1.6893128, 4.802148, 2.4860258, 1.7691759, 1.8708876, 0.41478148, -0.9952302, -4.125749, -7.0291696, -2.9382772, 1.9423378, -1.7310185, -2.8743732, 1.0367213, 0.35968745, -0.014432637, -1.894324, -4.1081777, 5.7757764, 3.799828, -2.7382822, 2.4515321, -3.3227565, 1.8237039, 0.63934076, -0.65644175, -7.4131317, -4.257458]"
2687,"[2.5546508, -0.85481113, -1.4615971, 1.1485351, -3.347229, 2.5227718, 2.6689107, -3.9905033, 3.1898742, 2.6003594, -0.070304185, 4.877331, -4.600005, -1.1555578, 0.5540589, -1.1338401, 1.6615163, 3.5792196, -1.8168467, 0.34110743, 4.437163, -3.803401, 0.23394284, -1.1581979, 4.7448816, -4.1051755, -2.223899, -1.4925086, 4.6025763, 2.8562322, -0.73602307, -2.5710576, -3.7674665, 2.59203, 0.1337082, 0.65250885, 0.2237429, -1.2838942, -2.5492194, 1.2701975, 1.6173626, 0.90527743, -2.1519506, -4.663564, 0.9204829, 2.8411636, 1.1074455, 5.21441, -2.27853, -2.4687245, -1.7668643, 2.7932122, 3.6713643, 2.358697, 1.3138622, -0.1073333, -1.4477698, 2.5310922, 1.6205875, 3.6025395, 1.5061531, 2.0445216, 0.44692484, -0.38812777, 3.2189405, 0.6339035, -1.6669635, -3.1756814, -1.1024301, -3.892737, 0.7481203, 1.2955081, 2.908116, 5.0094666, -2.372679, -0.73239636, -0.7610555, -1.537701, -1.6155777, -1.3547784, -3.88516, -4.571211, 0.64938396, 1.0466411, -0.58826745, 1.120892, -0.41395566, -1.574513, -3.4097726, -0.24371019, 6.019451, 0.5968369, -4.9878807, 3.5903628, 3.0521698, 1.9363991, 1.4849101, -0.8685881, -2.355669, 0.7004895]"
2688,"[-1.8542109, -0.7796179, 2.5634794, 7.933884, 2.2204514, 5.428208, -0.93171656, 4.085409, 3.5098314, 3.2602985, -6.0812025, 4.611979, 3.2154655, -0.253457, 3.9453602, 1.234576, -6.754087, -0.028382154, -2.5737553, -1.8143026, 5.2196255, 2.5324633, 4.010933, -0.9289215, 4.1271925, 0.48196903, -2.2040763, 3.326353, 2.4645486, -0.42815664, 3.658676, 0.17526491, -2.171861, -2.9926176, 0.6480786, -1.1488312, -5.7334595, -2.3767738, -2.3006287, -0.4979267, 0.3560544, 3.2642996, 4.4747605, -2.8858352, -0.5067651, 6.2916694, 4.1659307, -1.1200418, -0.2543762, 5.134107, 2.4146593, 0.5225233, -1.9152385, -1.6922671, 4.576453, 3.493261, 1.2200059, -6.3522916, 2.1113775, -5.8750553, -2.776293, 0.9319087, 2.8067348, 2.0820043, -4.255704, 1.4694409, 1.2953081, -0.685982, -1.5600098, 1.3548087, -0.64434826, -3.7418017, -5.345889, 0.63110155, -2.790709, -3.6324658, -1.1218301, -0.14892194, 0.4354385, 1.5301868, -2.2955074, 6.287296, -0.84389436, -3.9059212, -1.402616, -3.9942453, 1.0522095, 2.2737703, -3.218039, 2.3089917, -2.3304207, 1.4663869, -6.1060405, -0.2677915, -0.7975448, 0.3168666, -3.8453755, -3.131222, -6.8530383, -1.4833994]"
