,0,1
2280,['根据上述'],['n']
2281,['跟上'],['f']
2282,"['更', '多', '人']","['d', 'm', 'n']"
2283,"['更', '强']","['d', 'a']"
2284,['工程'],['n']
2285,['工具箱'],['n']
2286,['工业化'],['vn']
2287,['公私合营'],['n']
2288,['公正'],['nr']
2289,['供需'],['n']
2290,['共同提高'],['l']
2291,['共同体'],['n']
2292,['勾画出'],['i']
2293,['构筑'],['n']
2294,['购买'],['v']
2295,['股东'],['n']
2296,['股票'],['n']
2297,['挂钩'],['v']
2298,['关乎'],['v']
2299,['关键时刻'],['n']
2300,['关键问题'],['n']
2301,['关键性'],['n']
2302,['关联'],['ns']
2303,['观点'],['n']
2304,['广泛应用'],['l']
2305,['轨道'],['n']
2306,['国将'],['n']
2307,['国向'],['n']
2308,['国应'],['n']
2309,['国有企业'],['n']
2310,['国在'],['t']
2311,"['还', '应']","['d', 'v']"
2312,['海关'],['ns']
2313,['号召'],['v']
2314,['合格'],['n']
2315,['合作性'],['n']
2316,['和谐'],['a']
2317,['核心作用'],['n']
2318,['红利'],['nz']
2319,['宏大'],['a']
2320,['后续'],['v']
2321,['互换'],['v']
2322,['互联互通'],['l']
2323,['互评'],['v']
2324,['互为补充'],['l']
2325,['化解'],['v']
2326,['缓解'],['v']
2327,['缓慢'],['d']
2328,['回到'],['v']
2329,['回归'],['v']
2330,['会上'],['t']
2331,['会议议程'],['n']
2332,['混乱'],['a']
2333,['或者'],['c']
2334,['货币联盟'],['nt']
2335,['货物'],['n']
2336,['获得性'],['n']
2337,['饥荒'],['n']
2338,['机制化'],['n']
2339,['稽查员'],['n']
2340,['激活'],['a']
2341,['及时性'],['d']
2342,"['即', '到']","['v', 'v']"
2343,['极端'],['n']
2344,['亟需'],['v']
2345,['急剧'],['d']
2346,['急需'],['n']
2347,['几个'],['m']
2348,['记录'],['n']
2349,['记者'],['n']
2350,['技术性'],['n']
2351,['技术转让'],['l']
2352,['加大力度'],['ns']
2353,['加紧'],['v']
2354,['加之'],['c']
2355,['坚决执行'],['i']
2356,['坚实基础'],['l']
2357,['坚信'],['v']
2358,['减弱'],['v']
2359,['检举人'],['n']
2360,['简称'],['v']
2361,['见成效'],['i']
2362,['践踏'],['v']
2363,['践行'],['v']
2364,['将近'],['t']
2365,"['将', '视']","['d', 'vg']"
2366,['将要'],['d']
2367,['交易平台'],['n']
2368,['较大'],['a']
2369,['较弱'],['a']
2370,['节约'],['n']
2371,['节约型'],['n']
2372,['借款人'],['n']
2373,['今年年底'],['t']
2374,['金融中心'],['n']
2375,['尽'],['v']
2376,['紧迫'],['d']
2377,['紧迫性'],['n']
2378,['近年来'],['t']
2379,['进度'],['d']
2380,['进一步提高'],['i']
2381,['禁止'],['v']
2382,['经'],['n']
2383,['经常性'],['n']
2384,['经济学'],['n']
2385,['经济学家'],['n']
2386,['经济周期'],['n']
2387,['经贸'],['n']
2388,['救助'],['vn']
2389,['举债'],['v']
2390,['具有专长'],['l']
2391,['俱乐部'],['n']
2392,['抉择'],['v']
2393,['卡车'],['n']
2394,['卡尼'],['nrf']
2395,['开创'],['v']
2396,['开放市场'],['n']
2397,['开辟'],['v']
2398,['抗生素'],['nz']
2399,['靠拢'],['v']
2400,['可变'],['v']
2401,['可靠性'],['n']
2402,['可预测性'],['n']
2403,['客户'],['n']
2404,['课题'],['n']
2405,['跨部门'],['n']
2406,['跨国公司'],['n']
2407,['快'],['a']
2408,['快速反应'],['n']
2409,['扩张'],['v']
2410,['来说'],['u']
2411,['劳作'],['vn']
2412,['类别'],['n']
2413,['类型'],['n']
2414,['理念'],['n']
2415,['力争上游'],['n']
2416,['连贯'],['nr']
2417,['连续'],['a']
2418,['联动'],['v']
2419,['联合国大会'],['nt']
2420,['联合国教科文组织'],['nt']
2421,['粮食市场'],['n']
2422,['两'],['m']
2423,['两倍'],['m']
2424,['列出'],['v']
2425,['临床'],['vn']
2426,['灵活运用'],['n']
2427,['领袖'],['n']
2428,"['令', '其']","['v', 'r']"
2429,['另外'],['c']
2430,['流'],['n']
2431,['旅行'],['vn']
2432,['率先垂范'],['l']
2433,['轮值'],['n']
2434,['落下'],['v']
2435,['迈向'],['v']
2436,['满意'],['v']
2437,['贸易战'],['nz']
2438,['没'],['v']
2439,['媒体'],['n']
2440,['煤炭市场'],['n']
2441,['每半年'],['l']
2442,['美'],['ns']
2443,['美元'],['q']
2444,['美洲开发银行'],['nt']
2445,['蒙特雷'],['nr']
2446,['民事'],['n']
2447,['模拟'],['v']
2448,['模型'],['n']
2449,['某些'],['r']
2450,['母国'],['n']
2451,['拿出'],['v']
2452,['南非'],['ns']
2453,['难民署'],['n']
2454,"['内', '顾']","['f', 'nr']"
2455,['内罗毕'],['ns']
2456,['内外'],['s']
2457,['内向'],['n']
2458,['能源价格'],['n']
2459,['能源需求'],['n']
2460,['拟定'],['v']
2461,['年初'],['t']
2462,"['年会', '前']","['n', 'f']"
2463,['农发'],['nz']
2464,['农户'],['n']
2465,['农民'],['n']
2466,['奴役'],['n']
2467,['欧盟委员会'],['nt']
2468,['排序'],['n']
2469,['盘点'],['n']
2470,['疲弱'],['a']
2471,['匹配'],['v']
2472,['票据'],['n']
2473,['平均水平'],['n']
2474,['评价'],['n']
2475,['迫切需要'],['n']
2476,['破裂'],['v']
2477,['普及'],['ns']
2478,['期'],['n']
2479,['企稳'],['nz']
2480,['起步'],['d']
2481,['起点'],['n']
2482,['迄今'],['d']
2483,['迄今为止'],['l']
2484,['迄今已'],['l']
2485,['前所未有'],['i']
2486,['遣返'],['v']
2487,['强制性'],['n']
2488,['青年人'],['n']
2489,['氢'],['n']
2490,['清楚'],['a']
2491,['情报机构'],['n']
2492,['区域规划'],['n']
2493,['区域性'],['n']
2494,['驱动力'],['nz']
2495,['全民'],['n']
2496,['全球战略'],['n']
2497,['全人类'],['n']
2498,['却'],['d']
2499,['确定性'],['n']
2500,['热带'],['n']
2501,['人居'],['n']
2502,['人口老龄化'],['n']
2503,['人人'],['n']
2504,['认知'],['v']
2505,['任何人'],['r']
2506,['仍旧'],['d']
2507,"['仍', '弱']","['d', 'a']"
2508,['日期'],['t']
2509,"['日', '起']","['m', 'v']"
2510,['容易'],['a']
2511,['如此'],['c']
2512,['三'],['m']
2513,['商界'],['n']
2514,['商品生产'],['n']
2515,['商业模式'],['n']
2516,['尚'],['d']
2517,['设备'],['vn']
2518,['摄氏度'],['n']
2519,['身份'],['n']
2520,['深入'],['v']
2521,['深远'],['a']
2522,['甚至'],['d']
2523,['审视'],['v']
2524,['生产方式'],['l']
2525,['生产者'],['n']
2526,['生效'],['n']
2527,['失灵'],['n']
2528,['失望'],['v']
2529,['失业者'],['n']
2530,['石油市场'],['n']
2531,['时机'],['n']
2532,['时能'],['n']
2533,['时限'],['n']
2534,['时效性'],['n']
2535,['实体化'],['vn']
2536,['实习'],['v']
2537,['实现目标'],['n']
2538,['实用'],['v']
2539,['实用性'],['n']
2540,['使得'],['v']
2541,['市场化'],['n']
2542,['市场监管'],['n']
2543,['市场竞争'],['l']
2544,['市场需求'],['n']
2545,['事情'],['n']
2546,['事务'],['n']
2547,['事宜'],['n']
2548,['视情'],['n']
2549,['试验区'],['n']
2550,['适应性'],['n']
2551,['适用范围'],['n']
2552,['收缩'],['v']
2553,['收支'],['n']
2554,['首脑'],['n']
2555,['首先'],['d']
2556,['受损'],['v']
2557,['输出国'],['n']
2558,['数据保护'],['n']
2559,['数学'],['n']
2560,['数月'],['m']
2561,['衰退'],['v']
2562,['双方'],['n']
2563,['税收管理'],['n']
2564,['税收制度'],['n']
2565,['税制'],['n']
2566,['顺序'],['n']
2567,['说'],['v']
2568,['说明'],['v']
2569,['四项'],['m']
2570,['虽'],['zg']
2571,['随时'],['d']
2572,['所起'],['v']
2573,['所示'],['v']
2574,['所述'],['b']
2575,['态度'],['n']
2576,['碳化物'],['n']
2577,['特色'],['n']
2578,['替代性'],['n']
2579,['天气'],['n']
2580,['听取'],['v']
2581,['停滞'],['v']
2582,['通道'],['v']
2583,['通讯'],['nz']
2584,['同权'],['n']
2585,['童工'],['nr']
2586,['统筹'],['v']
2587,['统计'],['v']
2588,['偷税漏税'],['j']
2589,['偷运'],['v']
2590,['突发'],['v']
2591,['突破'],['vn']
2592,['土壤'],['n']
2593,['妥善'],['v']
2594,['妥善处理'],['v']
2595,['外汇'],['n']
2596,['挽救'],['v']
2597,['万个'],['m']
2598,['危害'],['n']
2599,['危险'],['an']
2600,['卫生工作者'],['n']
2601,['卫生系统'],['n']
2602,"['为', '本']","['p', 'r']"
2603,['为止'],['v']
2604,['温和'],['a']
2605,['稳定器'],['n']
2606,['稳定增长'],['n']
2607,['五年'],['t']
2608,['五项'],['m']
2609,['吸收能力'],['n']
2610,['吸损'],['v']
2611,['席位'],['n']
2612,['狭窄'],['a']
2613,['下调'],['v']
2614,['下降'],['v']
2615,['夏天'],['t']
2616,['先前'],['t']
2617,['衔接'],['v']
2618,['显现'],['v']
2619,['现实'],['n']
2620,['限于'],['v']
2621,['相辅相成'],['i']
2622,['相会'],['v']
2623,['相机'],['d']
2624,['相适应'],['n']
2625,['香港'],['ns']
2626,['响应'],['v']
2627,['向下'],['v']
2628,['像'],['v']
2629,['消耗'],['n']
2630,['消灭'],['v']
2631,['萧条'],['a']
2632,['小'],['a']
2633,['小国'],['ns']
2634,['小农'],['n']
2635,['效益'],['n']
2636,['协同效应'],['n']
2637,['泄露'],['v']
2638,['新动力'],['n']
2639,['新进展'],['nt']
2640,['新增'],['v']
2641,['信誉度'],['n']
2642,['兴趣'],['n']
2643,['修订'],['v']
2644,['修正'],['nr']
2645,['需在'],['v']
2646,['许可'],['nr']
2647,['选'],['zg']
2648,['亚洲'],['ns']
2649,['亚洲开发银行'],['nt']
2650,['延续'],['v']
2651,['延续性'],['n']
2652,['严格监督'],['nr']
2653,['研究所'],['n']
2654,['演练'],['vn']
2655,['药品'],['n']
2656,['野生动物'],['n']
2657,['业务'],['n']
2658,['一段'],['m']
2659,['一家'],['m']
2660,['一轮'],['m']
2661,['一新'],['d']
2662,['一再'],['d']
2663,['依靠'],['v']
2664,['移动'],['vn']
2665,['遗留问题'],['n']
2666,['以身作则'],['i']
2667,['亦'],['d']
2668,['因为'],['c']
2669,['银行贷款'],['n']
2670,['印度'],['ns']
2671,['印度尼西亚'],['ns']
2672,['应同'],['v']
2673,['婴幼儿'],['n']
2674,['用'],['p']
2675,['尤为'],['d']
2676,['油价'],['n']
2677,['油气'],['n']
2678,['有机'],['n']
2679,['有利条件'],['l']
2680,['有所区别'],['n']
2681,['有益'],['n']
2682,['与其'],['c']
2683,['预见'],['v']
2684,['预警'],['vn']
2685,['预算'],['v']
2686,['遇到'],['v']
2687,['愈发'],['d']
2688,['员工'],['n']
2689,['原产地'],['n']
2690,['约'],['d']
2691,['约束'],['vn']
2692,['月底'],['t']
2693,['运营'],['vn']
2694,['赞成'],['v']
2695,['增加收入'],['n']
2696,['增加值'],['n']
2697,['增设'],['v']
2698,['增速'],['v']
2699,['增效'],['v']
2700,['增长极'],['n']
2701,['增长率'],['n']
2702,['增长势头'],['n']
2703,['增长速度'],['n']
2704,['增值'],['v']
2705,['债权国'],['n']
2706,['债权人'],['n']
2707,['展开'],['v']
2708,['展开讨论'],['n']
2709,['展现'],['v']
2710,['长'],['a']
2711,['长远'],['d']
2712,['照顾'],['v']
2713,['这个'],['r']
2714,['真正'],['d']
2715,['震荡'],['v']
2716,['征询'],['vn']
2717,['拯救'],['v']
2718,['正规化'],['b']
2719,['正确'],['ad']
2720,['正是'],['d']
2721,['证券'],['n']
2722,['证券监管'],['j']
2723,['郑重'],['a']
2724,"['之', '窗']","['u', 'ng']"
2725,['之际'],['f']
2726,['直到'],['v']
2727,['直至'],['v']
2728,['职业培训'],['n']
2729,['只能'],['v']
2730,['指标体系'],['n']
2731,['指定'],['v']
2732,['至今'],['d']
2733,['制'],['n']
2734,['制裁'],['n']
2735,['制造业'],['n']
2736,['秩序'],['n']
2737,['智慧'],['nr']
2738,['智库'],['n']
2739,['置于'],['v']
2740,['中等'],['b']
2741,['中断'],['ns']
2742,['中小型'],['b']
2743,['中转'],['v']
2744,['重叠'],['v']
2745,['重返'],['v']
2746,['重现'],['v']
2747,['重型'],['b']
2748,['重振'],['a']
2749,['主动'],['b']
2750,['助力'],['n']
2751,['注重'],['v']
2752,['专业技能'],['n']
2753,['专长'],['n']
2754,['追逃'],['v']
2755,['追逐'],['v']
2756,['追踪'],['v']
2757,['准入'],['v']
2758,['自然资源'],['l']
2759,['自有'],['v']
2760,['自主性'],['n']
2761,['总体目标'],['n']
2762,['总统'],['n']
2763,['走私'],['n']
2764,['组'],['zg']
2765,['最迟'],['d']
2766,['最低标准'],['n']
2767,['最好'],['a']
2768,"['最', '具']","['d', 'v']"
2769,['最小化'],['j']
2770,['最新进展'],['nt']
2771,['罪行'],['n']
2772,['遵循'],['v']
2773,['作法'],['n']
2774,['作物'],['n']
2775,['0.0146'],['m']
2776,['0.021'],['m']
2777,['0.04'],['m']
2778,['0.0459'],['m']
2779,['0.06'],['m']
2780,['0.1'],['m']
2781,['0.15'],['m']
2782,['0.5'],['m']
2783,['0.7'],['m']
2784,['1'],['x']
2785,['1.1'],['m']
2786,['1.25'],['m']
2787,['1.5'],['m']
2788,['5.28'],['m']
2789,['6'],['x']
2790,['86'],['m']
2791,['87'],['m']
2792,['88'],['m']
2793,['89'],['m']
2794,['90'],['m']
2795,['91'],['m']
2796,['92'],['m']
2797,['94'],['m']
2798,['95'],['m']
2799,['96'],['m']
2800,['97'],['m']
2801,['98'],['m']
2802,['99'],['m']
2803,['100'],['m']
2804,['101'],['m']
2805,['102'],['m']
2806,['103'],['m']
2807,['104'],['m']
2808,['105'],['m']
2809,['106'],['m']
2810,['107'],['m']
2811,['108'],['m']
2812,['109'],['m']
2813,['111'],['m']
2814,['112'],['m']
2815,['113'],['m']
2816,['114'],['m']
2817,['160'],['m']
2818,['700'],['m']
2819,['1100'],['m']
2820,['1500'],['m']
2821,['1999'],['m']
2822,['2000'],['m']
2823,['2002'],['m']
2824,['2021'],['m']
2825,['2022'],['m']
2826,['2063'],['m']
2827,['2830'],['m']
2828,['3500'],['m']
2829,['4300'],['m']
2830,['4610'],['m']
2831,['6400'],['m']
2832,['8500'],['m']
2833,['阿'],['j']
2834,['埃'],['ns']
2835,['埃塞俄比亚'],['ns']
2836,['艾滋病'],['n']
2837,['安倍晋三'],['nr']
2838,['安心'],['v']
2839,['安置'],['v']
2840,['按期'],['d']
2841,['案例'],['n']
2842,['黯淡'],['z']
2843,['奥斯陆'],['nr']
2844,['八'],['m']
2845,['巴厘岛'],['ns']
2846,['巴亚'],['ns']
2847,['把握'],['v']
2848,['百分点'],['m']
2849,['百万'],['m']
2850,['板'],['ng']
2851,['版图'],['n']
2852,['半个世纪'],['t']
2853,['薄弱环节'],['l']
2854,['保持良好'],['n']
2855,['保护措施'],['n']
2856,['保留'],['v']
2857,['保险公司'],['n']
2858,['保险业'],['n']
2859,['保障性'],['n']
2860,['报送'],['v']
2861,['暴露'],['v']
2862,['悲惨'],['a']
2863,['悲痛'],['a']
2864,['备受'],['v']
2865,['备用'],['v']
2866,['被盗'],['n']
2867,['本届'],['r']
2868,['本期'],['t']
2869,['本身'],['r']
2870,['比尔'],['nrt']
2871,['比较'],['d']
2872,['必备'],['v']
2873,['必不可少'],['l']
2874,['闭幕'],['v']
2875,['避风港'],['ns']
2876,['避免出现'],['v']
2877,['边界'],['n']
2878,['边境'],['n']
2879,['编码'],['n']
2880,['编写'],['v']
2881,['编制'],['v']
2882,['变调'],['v']
2883,['变局'],['n']
2884,['便利性'],['n']
2885,['辩护律师'],['n']
2886,['标志'],['n']
2887,['表'],['v']
2888,['表率'],['n']
2889,['表率作用'],['n']
2890,['别国'],['r']
2891,['别名'],['a']
2892,['秉持'],['v']
2893,['摒弃'],['v']
2894,"['并', '表']","['c', 'v']"
2895,"['并不', '多']","['d', 'm']"
2896,['并肩'],['d']
2897,"['并', '抗']","['c', 'v']"
2898,['并予'],['v']
2899,['并重'],['v']
2900,['病毒'],['n']
2901,['病原体'],['n']
2902,['拨付'],['v']
2903,['拨款'],['v']
2904,['波及'],['ns']
2905,['波兰'],['ns']
2906,['补偿'],['vn']
2907,['补给'],['v']
2908,['不成比例'],['i']
2909,['不错'],['a']
2910,['不到'],['v']
2911,['不管'],['c']
2912,['不间断'],['l']
2913,['不仅仅'],['d']
2914,['不具'],['n']
2915,['不可避免'],['l']
2916,['不可分割'],['l']
2917,['不力'],['n']
2918,['不良资产'],['l']
2919,['不免'],['c']
2920,['不能容忍'],['l']
2921,['不让'],['v']
2922,['不少'],['d']
2923,"['不', '设']","['d', 'v']"
2924,['不是'],['c']
2925,['不适'],['a']
2926,"['不', '晚']","['d', 'tg']"
2927,['不稳定性'],['n']
2928,['不惜一切'],['i']
2929,['不下'],['v']
2930,['不一致性'],['l']
2931,"['不', '以']","['d', 'p']"
2932,"['不', '战']","['d', 'n']"
2933,['不至于'],['c']
2934,['不足以'],['v']
2935,['布兰特'],['nr']
2936,['布朗'],['nr']
2937,['步入'],['n']
2938,['部署'],['n']
2939,['才智'],['nr']
2940,['财产损失'],['n']
2941,['财税'],['n']
2942,['财务报表'],['n']
2943,['财务报告'],['n']
2944,['财务状况'],['n']
2945,['财政赤字'],['n']
2946,['财政管理'],['n']
2947,['财政收入'],['n']
2948,['裁定'],['v']
2949,['采矿业'],['n']
2950,['采取相应'],['nr']
2951,['残留'],['v']
2952,['藏匿于'],['n']
2953,['操控'],['v']
2954,['侧重于'],['n']
2955,['测评'],['v']
2956,['策略'],['n']
2957,['查明'],['nr']
2958,['差别'],['d']
2959,['产品价格'],['n']
2960,['产物'],['n']
2961,['产业结构'],['n']
2962,['产值'],['n']
2963,['尝试'],['vn']
2964,['偿付'],['v']
2965,['偿清'],['v']
2966,['偿债'],['v']
2967,['场合'],['n']
2968,['倡导'],['v']
2969,['超常规'],['b']
2970,['超额'],['b']
2971,['超重'],['v']
2972,['朝'],['ns']
2973,['撤离'],['v']
2974,['称'],['v']
2975,['成'],['n']
2976,['成功经验'],['n']
2977,['成绩单'],['n']
2978,['成熟'],['a']
2979,['成效'],['a']
2980,['成长'],['v']
2981,['呈现出'],['v']
2982,['承包商'],['n']
2983,['承受能力'],['n']
2984,['承销'],['v']
2985,['诚如'],['v']
2986,['诚实'],['a']
2987,['诚信度'],['l']
2988,['城市化'],['n']
2989,['乘数'],['n']
2990,['吃饭问题'],['l']
2991,['迟滞'],['a']
2992,['充分发挥'],['n']
2993,['充分运用'],['l']
2994,['充满活力'],['l']
2995,['充裕'],['a']
2996,['憧憬'],['v']
2997,['筹措'],['v']
2998,['筹划'],['n']
2999,['出版'],['v']
3000,['出发'],['v']
3001,['出口国'],['n']
3002,['出来'],['v']
3003,['出谋划策'],['n']
3004,['出席'],['v']
3005,['出自'],['v']
3006,['初创'],['n']
3007,['除'],['p']
3008,['除此之外'],['c']
3009,['储备库'],['n']
3010,['储蓄率'],['n']
3011,['处方'],['n']
3012,['触发'],['v']
3013,['传播'],['vn']
3014,['传染'],['vn']
3015,['传染性'],['n']
3016,['传统医学'],['n']
3017,['窗口期'],['n']
3018,['创始'],['v']
3019,['创业精神'],['n']
3020,['创业者'],['n']
3021,['创意'],['v']
3022,['创造型'],['n']
3023,['垂直'],['v']
3024,['慈善机构'],['n']
3025,['此时'],['c']
3026,['此种'],['r']
3027,['从根本上'],['d']
3028,['从那时起'],['l']
3029,['从事'],['v']
3030,['从未'],['d']
3031,['从业'],['v']
3032,['从长远看'],['i']
3033,['促'],['v']
3034,['促进作用'],['n']
3035,['促其'],['nz']
3036,['催生'],['v']
3037,['摧毁'],['v']
3038,['存款人'],['n']
3039,['存量'],['n']
3040,['存托'],['v']
3041,['错综复杂'],['i']
3042,['搭建'],['v']
3043,['达'],['v']
3044,['打'],['v']
3045,['打断'],['v']
3046,['大不相同'],['i']
3047,['大大提高'],['i']
3048,['大胆'],['n']
3049,['大幅度提高'],['l']
3050,['大家'],['n']
3051,['大力'],['n']
3052,['大米'],['m']
3053,['大学'],['n']
3054,['大有裨益'],['i']
3055,['大致'],['d']
3056,['代际'],['n']
3057,['带领'],['v']
3058,['贷款额度'],['n']
3059,['单身'],['n']
3060,['担责任'],['n']
3061,['当代世界'],['n']
3062,['当前工作'],['l']
3063,['当然'],['d']
3064,['当事方'],['n']
3065,['当中'],['s']
3066,['到达'],['v']
3067,['道'],['q']
3068,['得'],['ud']
3069,['得出'],['v']
3070,['德方'],['nr']
3071,['德国总理'],['nr']
3072,['德拉吉'],['nr']
3073,"['地', '使']","['uv', 'v']"
3074,['地域'],['n']
3075,['的确'],['d']
3076,['登英'],['nz']
3077,['等待'],['v']
3078,['低碳'],['nz']
3079,['低下'],['v']
3080,['抵抗'],['vn']
3081,['第八次'],['m']
3082,['第二步'],['m']
3083,['第二次'],['m']
3084,['第二段'],['m']
3085,['第二届'],['m']
3086,['第二位'],['m']
3087,['第六轮'],['m']
3088,['第六条'],['m']
3089,['第七次'],['m']
3090,['第三十六条'],['m']
3091,['第十八次'],['m']
3092,['第十二次'],['m']
3093,['第十九次'],['m']
3094,['第十六条'],['m']
3095,['第十七次'],['m']
3096,['第十四次'],['m']
3097,['第十五'],['m']
3098,['第四个'],['m']
3099,['第五'],['m']
3100,['第五次'],['m']
3101,['第五章'],['m']
3102,['第一版'],['nz']
3103,['第一道'],['m']
3104,['第一份'],['m']
3105,['第一个'],['m']
3106,['第一季度'],['l']
3107,['第一届'],['m']
3108,['第一轮'],['m']
3109,['第一批'],['m']
3110,['缔约国'],['n']
3111,['电汇'],['n']
3112,['调查结果'],['n']
3113,['调减'],['vn']
3114,['掉队'],['v']
3115,['掉以轻心'],['i']
3116,['盯住'],['v']
3117,['订立'],['v']
3118,['定量'],['n']
3119,['定期检查'],['n']
3120,['定向'],['n']
3121,['定义'],['n']
3122,['定罪'],['vn']
3123,['东北部'],['f']
3124,['动能'],['n']
3125,['动物'],['n']
3126,['动摇'],['v']
3127,['动议'],['n']
3128,['冻结'],['v']
3129,['督促'],['v']
3130,['毒品走私'],['n']
3131,['独善其身'],['i']
3132,['独特'],['a']
3133,['度'],['zg']
3134,['短'],['a']
3135,['短期内'],['n']
3136,['短时期'],['b']
3137,"['对', '埃']","['p', 'ns']"
3138,['对话会'],['l']
3139,['对抗'],['v']
3140,"['对', '路']","['p', 'n']"
3141,"['对', '能']","['p', 'n']"
3142,"['对', '受']","['p', 'v']"
3143,['对外开放'],['l']
3144,['对象'],['n']
3145,"['对', '以']","['p', 'f']"
3146,['对应'],['vn']
3147,['多边条约'],['ns']
3148,['多层面'],['b']
3149,['多方'],['m']
3150,['多数'],['m']
3151,['多维度'],['ns']
3152,['多重'],['m']
3153,['额度'],['n']
3154,['恶性循环'],['i']
3155,['尔塔'],['nrt']
3156,['二十'],['m']
3157,"['二', '是']","['m', 'v']"
3158,['发出'],['v']
3159,['发起方'],['l']
3160,['发生意外'],['l']
3161,['发行者'],['n']
3162,['法案'],['n']
3163,['法律法规'],['n']
3164,['法律文书'],['nr']
3165,['法制建设'],['l']
3166,['反腐'],['v']
3167,['反复性'],['n']
3168,['反应速度'],['n']
3169,['反制'],['v']
3170,['返回'],['v']
3171,['方便'],['a']
3172,['方都'],['n']
3173,['方抗'],['n']
3174,['防线'],['n']
3175,['防疫'],['vn']
3176,['防御'],['v']
3177,['防止出现'],['i']
3178,['房地产'],['j']
3179,['访问'],['v']
3180,['放贷'],['v']
3181,['放弃'],['v']
3182,['放松'],['v']
3183,['放之四海而皆准'],['i']
3184,['飞速上升'],['v']
3185,['飞跃'],['v']
3186,['非成员国'],['n']
3187,"['非', '二']","['h', 'n']"
3188,['非关税'],['l']
3189,['非农'],['b']
3190,['非商业性'],['n']
3191,['非同寻常'],['i']
3192,['非正常'],['b']
3193,['非洲地区'],['ns']
3194,['非洲联盟'],['nt']
3195,['肥胖'],['a']
3196,['肺结核病'],['n']
3197,['分'],['v']
3198,['分布'],['v']
3199,['分工'],['vn']
3200,['分阶段'],['n']
3201,['分类'],['n']
3202,['分配资源'],['n']
3203,['分销'],['vn']
3204,['分支'],['n']
3205,['分支机构'],['n']
3206,['分组'],['vn']
3207,['风格'],['n']
3208,['风险性'],['n']
3209,['奉行'],['v']
3210,['否则'],['c']
3211,['扶贫'],['v']
3212,['服从'],['v']
3213,['符合国际'],['n']
3214,['符合国家'],['n']
3215,['幅度'],['n']
3216,['抚育'],['v']
3217,['釜山'],['ns']
3218,"['辅', '之', '以']","['vg', 'u', 'p']"
3219,['腐蚀性'],['n']
3220,['父母'],['n']
3221,['付诸实践'],['l']
3222,['附近'],['f']
3223,['复兴'],['a']
3224,['复杂化'],['v']
3225,['复制'],['v']
3226,['覆盖面'],['n']
3227,['改变'],['v']
3228,['改革开放'],['nz']
3229,['改造'],['v']
3230,['盖茨'],['nrt']
3231,['概述'],['v']
3232,['感到'],['v']
3233,['感染'],['v']
3234,['干涉'],['v']
3235,['岗'],['n']
3236,['高层'],['n']
3237,"['高', '得']","['a', 'ud']"
3238,['高度评价'],['n']
3239,['高度重视'],['l']
3240,['高官'],['n']
3241,['高居'],['n']
3242,['高科技'],['nz']
3243,['高频'],['b']
3244,"['高', '企', '且']","['a', 'ng', 'c']"
3245,"['高', '且']","['a', 'c']"
3246,['高危'],['b']
3247,['高效率'],['n']
3248,['高兴'],['b']
3249,['高涨'],['v']
3250,['革命'],['vn']
3251,['革新'],['vn']
3252,['格斯'],['nrt']
3253,['隔离'],['v']
3254,['个案'],['n']
3255,['个别'],['n']
3256,['各层次'],['l']
3257,['各个'],['r']
3258,['各界'],['r']
3259,['各省'],['r']
3260,['各项任务'],['l']
3261,['各异'],['a']
3262,['给养'],['v']
3263,['根本'],['a']
3264,['跟进'],['v']
3265,['更佳'],['v']
3266,['更深'],['d']
3267,['更为重要'],['l']
3268,['工会'],['n']
3269,['工具包'],['n']
3270,['工作进度'],['n']
3271,['工作力度'],['n']
3272,['工作人员'],['n']
3273,['工作日程'],['l']
3274,['公共服务'],['n']
3275,['公共利益'],['n']
3276,['功效'],['n']
3277,"['供', '二']","['v', 'm']"
3278,['供应量'],['n']
3279,['供应者'],['n']
3280,['供资'],['vn']
3281,['共'],['d']
3282,"['共', '担']","['d', 'v']"
3283,"['共', '进']","['d', 'v']"
3284,['共同点'],['n']
3285,['共同声明'],['l']
3286,['构成威胁'],['n']
3287,['构架'],['n']
3288,['购买者'],['n']
3289,['估计'],['v']
3290,['固定'],['a']
3291,['顾及'],['v']
3292,['怪圈'],['n']
3293,['关键因素'],['nr']
3294,['观测'],['vn']
3295,['观察'],['v']
3296,['官'],['n']
3297,['管理层'],['n']
3298,['管理机制'],['n']
3299,['管理模式'],['l']
3300,['管理人员'],['n']
3301,['管理水平'],['n']
3302,['管理体系'],['n']
3303,['管理体制'],['n']
3304,['管理中心'],['n']
3305,['管辖权'],['n']
3306,['管制'],['vn']
3307,['广'],['a']
3308,['广义'],['ns']
3309,['归根结底'],['i']
3310,['归还'],['v']
3311,['归结'],['v']
3312,['归纳'],['v']
3313,['规章'],['n']
3314,['规制'],['n']
3315,['国际法'],['n']
3316,['国际海事组织'],['nt']
3317,['国际贸易中心'],['nt']
3318,['国际性'],['n']
3319,['国际原子能机构'],['n']
3320,['国家标准'],['n']
3321,['国家税务'],['n']
3322,['国家银行'],['nz']
3323,['国界'],['n']
3324,['国有银行'],['nt']
3325,['国有资产'],['n']
3326,['国则'],['n']
3327,['过'],['ug']
3328,['过分'],['n']
3329,['过境'],['n']
3330,['过失'],['v']
3331,['过往'],['t']
3332,['过早'],['t']
3333,['过重'],['v']
3334,['还要'],['c']
3335,['海南'],['ns']
3336,['海上运输'],['l']
